# Generated by ZombieWzzard's SpeedRunners Version Extractor
# https://gist.github.com/ZombieWizzard/715932834ffba38ebb7b8dbef39cf60f
54.07	587663502276042732
54.08	6185134405547456925
54.09	5228901327114335421
54.10	5452438387449513587
55.00	4461592848342985513
55.01	424801624820664943
55.02	2259250302575702750
55.03	7581690481095861733
55.04	7346462347820193417
55.05	5522634029682620440
55.06	2285324328310269367
56.00	2867048627506796149
56.01	1645949451778702000
56.02	6958592425644961171
56.03	3601278012875693349
56.04	2145131725507747319
56.05	6251083213080716228
56.06	3786518312340096778
56.06	8054285536333811045
56.07	1447175420635070822
