# Generated by ZombieWzzard's SpeedRunners Version Extractor
# https://gist.github.com/ZombieWizzard/715932834ffba38ebb7b8dbef39cf60f
26.03	8847999684758377529
27.00	1702366297325796030
27.00	1584223360365785452
27.01	2884820619782220594
27.02	7364143070086762349
27.03	8117422420134104506
28.00	3851796087912617274
28.01	3583923516580566336
28.02	6758711471729578540
28.03	1924849536639630213
28.03	69655089733484625
28.04	8597973530029241856
28.05	5427520435964806358
28.06	8454883320128570161
28.07	9008675402166143548
28.07	7021627801812740453
28.08	8244467120812946959
28.09	2515943567156173816
28.10	6465291331835081981
28.11	4552547550237870191
28.12	5676611561582412211
28.13	8838728990360408219
28.14	3248229124393132236
28.15	2878824666135577291
28.16	6062008255858303261
29.00	3823068081672772674
29.01	5951549012795176609
29.02	2407397629777614011
29.03	6376309764979572772
29.04	201966908742314242
29.05	668570408035368299
30.00	7073122704729611668
30.01	5555851026443330984
30.02	6134719853835340543
30.03	9202186405203376695
30.04	7067164204413376756
30.05	5995910501674958621
30.06	5079558951711803860
30.07	3816491549926659247
30.08	8822431199532085734
30.09	2561974801455469389
30.10	3454760162510686555
30.11	2123920256867543620
30.12	600779144033436812
30.13	105424994474505801
31.00	6328772981948667910
30.13	242410184010609867
31.03	7643316508507004785
31.04	6670762645755215539
31.05	3309685201208572663
31.06	7708523059266985587
31.07	9179028746382425529
32.00	7277843738966835526
32.01	200703864612686897
32.02	4011652127574819137
32.03	6589480698509096767
32.04	1949888418668053137
32.05	8985983381739167157
33.00	4130889564031983855
33.01	3099739446122441152
33.02	7449740969069170821
33.03	8453426176258960063
33.04	8060219937495568570
33.05	207156387446635420
33.06	5745119711280827839
33.07	4605991456581648724
33.08	3493785013931528495
??.??	4912012010438182958
34.01	5709846382552310589
??.??	6470940209203790221
34.02	7335359449622299399
??.??	7459765259394681804
??.??	8890954752067002988
??.??	2119082840374355815
??.??	3324108409449062558
??.??	793477970662332201
??.??	4031485610956903962
??.??	6316644039069255802
??.??	1752919166958904993
??.??	6176831055262643441
??.??	5077143877762601683
??.??	5346836684395230158
??.??	6324197706068186430
??.??	8102553008853471829
??.??	982270421376775401
??.??	5215013139964191246
??.??	5591322634293694662
37.00	287370948578128233
37.01	8943514604844802150
37.02	2524046616054324680
37.03	1212512371906651558
37.04	7008295062553851621
37.05	2021431545102696129
37.06	455502066786704625
37.07	7152299117645396138
37.08	7741384832182594269
37.08	5056466018658534492
37.08	1194942657316796364
37.10	5460483543320822123
37.10	5655709251698655870
37.10	4924708028473880828
38.00	7148030027174690710
38.01	5720248578725905892
38.02	7042783581139480635
38.03	8302437512578052667
38.03	3324998713083048205
38.04	328814487798147514
38.05	4698467316064459128
38.06	9171612927468262380
38.06	6541538508805037435
38.06	4104602979298917554
38.07	5531376161811373248
38.07	7938618557435285900
38.08	7565566531237157382
38.09	1732900025001378260
38.10	2712543979336992173
38.12	1300433357822684244
38.12	5247451329293725255
38.13	396899842453212579
38.14	8500260020010000696
38.14	2657260616341139934
38.15	2664866421620909284
38.16	8884304232251049713
38.17	5750014591410187091
38.18	7023852000325718146
39.00	4093060216480354144
39.00	8488107497429797997
39.01	766105788868312243
39.02	4916316701842271698
39.03	834728301678998459
39.04	796598438114658561
39.05	6611976675944253852
39.06	8956772358068655654
39.07	1824976086771650022
39.07	5439666786566351492
39.08	4511275657756679983
40.00	4201018236972799576
40.00	229419074738908794
40.01	4622716685110184275
40.02	3956358723267396174
40.03	5881019538930305613
40.04	5481885838361177327
40.05	698541065030289803
40.05	4577873611479481216
40.06	1360576545822452794
40.07	5829476718875243402
40.08	6625194805907125091
40.09	992024238360755910
40.09	3496891539530512582
40.09	3975233173242710850
40.10	609124977346618858
40.10	2881283325762186373
40.11	4073623079746897321
40.12	9184258804541399805
40.13	1107457742476961736
40.14	8487482280809389714
40.15	912189921341076387
41.00	5097022560591492396
41.01	2266285661909935941
41.02	5952203057375992884
41.02	6361023704590746207
41.03	6973789741783512589
41.04	4061746523853555899
42.00	7059429062975973747
42.01	3940343012977045977
42.02	4449045432204436994
42.03	4903061362874590403
42.03	960480929442071693
42.04	116384651230548780
42.05	368617235289926511
43.01	2081666408320570663
43.02	6329387207758201523
43.02	78889820165241080
43.03	2480344090997273246
43.04	7785468747826386340
44.00	4858560152235542607
44.01	4476621989089673123
44.02	2465626869462402232
44.03	8134222697942111961
44.04	6568276809142566672
44.05	8669376364258229887
44.06	1082367883539966349
44.07	4382568243258729615
44.08	1329149501509617144
44.09	7329272182517574683
44.10	3121504890680560273
44.11	241599221097754451
44.12	3340782106722783612
45.01	7375765298813199584
45.02	7978971925970143321
45.03	635876329657618343
45.04	8763669680053872471
45.05	8506728479409282839
45.05	4771867012504642455
45.06	6194017269302211196
46.00	4189998703120845746
47.00	7363038411585702864
47.00	3980260093566696715
47.01	1330164451213150012
47.02	673264651811518839
47.03	5439560255097094097
47.04	1207791345717796051
48.00	8597517032833849642
48.00	1904100153647415499
48.01	1426029301635875180
48.01	4310357975809183218
48.02	4636634325648280505
49.00	994700720282839805
49.00	3209896810657687189
49.02	8708072133585841622
49.03	3187575789169604195
49.04	7568497719646734615
49.05	775388885954640686
50.00	1037840124969796623
50.01	6520376574131824826
50.02	6642895267014482896
50.03	5628318062059866023
50.04	7471922434975965936
51.00	1432696116066146982
51.01	4993890064118989315
51.02	7384918403553458726
51.03	3732419405472689647
51.04	5783105637240974921
51.05	8891649594462999425
51.05	1806261793474266432
51.05	3859974235864909722
51.05	9019487683055056215
52.00	6774974792523426880
52.00	6887132515296324066
52.02	4752326401336317269
52.04	1512697560013579727
52.06	3332912400721959271
52.08	3117050450542963427
53.00	7146069922801110882
53.01	1168696292749532979
53.02	6984324269274151060
53.03	7619578555159001527
53.04	8952331860616075720
53.05	2728367941000507692
53.06	4822418692189366742
53.07	184790546229557430
53.08	1663374952183503220
54.00	3709914338057683143
54.01	1178756150382381051
54.02	5485611550817156037
54.03	6989775346880894209
54.04	437321955130625279
54.05	2091178472371890330
54.06	3200416943877977281
